smiles,group,LogS
Clc1c(Cl)ccc(N)c1,training,-3.2460001
O=C(OCC)C(=O)OCC,training,-0.60799998
Cc1c(C)cc(C)c(C)c1,training,-4.586
Clc1c(Cl)cc(Cl)c(Cl)c1,training,-5.5599999
c1(C2OC2)ccccc1,training,-1.6030000000000002
BrC(CBr)CO,training,-0.62199998
C(CC)(CC)C,training,-3.683000100000001
ClC(CCl)CCl,training,-1.926
ClCC(O)CCl,training,-0.115
O/N=C(/CC)\C,training,0.05999999900000001
O=C(OC)C=C,training,-0.241
CC1CCCC1,training,-3.302
CC1OCCC1,training,0.208
Oc1c(C(C)(C)C)cc(C(C)(C)C)cc1,training,-3.77
OCCN(C(C)C)C(C)C,training,-1.0829999
O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,training,-1.546
O=[N+]([O-])c1c(O)c(N)cc([N+](=O)[O-])c1,training,-2.1530001
Clc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1,training,-4.4029999
Clc1c(OP(=S)(OCC)OCC)ccc(Cl)c1,training,-6.1090002
Clc1c(O)c(Sc2c(O)c(Cl)cc(Cl)c2)cc(Cl)c1,training,-4.9489999000000005
O(C)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.30000001
N(=Nc1cc(C)c(N)cc1)c1c(C)cccc1,training,-4.5079999000000015
O=C(O)C(CCC)C,training,-0.889
O=C(OCC)C(=C)C,training,-1.325
S(SC(=S)N(CC)CC)C(=S)N(CC)CC,training,-4.8600001
O=C(OCC(C)C)C(=C)C,training,-2.039
O=C(OCCCC)C(=C)C,training,-2.25
OCC(CC)CC,training,-1.4069999
OCC1OCCC1,training,0.991
O=Cc1occc1,training,-0.113
C(C)(C)(C)c1ccccc1,training,-3.658
S(=O)(=O)(N)c1ccccc1,training,-1.5630000000000002
FC(F)(F)c1cc(N)ccc1,training,-1.47
S(=O)(=O)(O)c1cc(N)c(OC)cc1,training,-0.89999998
S(=O)(=O)(O)c1cc(N)c(C(=O)O)cc1,training,-1.3159999999999998
OC1CCC(C(C)(C)C)CC1,training,-3.194
Ic1ccc(S(Cl)(=O)=O)cc1,training,-4.2690001
NC(C)c1ccccc1,training,-0.46000001
O=C(C)c1ccccc1,training,-1.2920001
ClC(Cl)c1ccccc1,training,-2.809
O=C(O)C1CCCCC1,training,-1.4450001
O=C(N)c1nccnc1,training,-0.91399997
O=C(O)c1ncccc1,training,0.89200002
O=[N+]([O-])c1cc(C)ccc1,training,-2.438
O=[N+]([O-])c1cc(N)ccc1,training,-2.0610001
O=C(O)C=1OC(C(=O)O)=CC(=O)C=1,training,-1.11
O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,training,-2.1960001
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,training,-2.885
Clc1c(Cl)ccc([N+](=O)[O-])c1,training,-3.201
O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,training,-2.4990001
O=C(O)C(CCC)CCC,training,-1.858
Oc1ccc(C(CC)C)cc1,training,-2.194
O=C(OC)c1ccc(O)cc1,training,-1.784
C(C)(C)C1=CCC(C)=CC1,training,-4.1960001
C(C)(C)c1ccc(C)cc1,training,-3.7590001
O=C(C)c1ccc(O)cc1,training,-1.138
Clc1ccc([N+](=O)[O-])cc1,training,-2.845
O=[N+]([O-])c1ccc(O)cc1,training,-1.079
O=[N+]([O-])c1ccc(OC)cc1,training,-2.414
O=C(O)c1ccc(C(=O)O)cc1,training,-4.044000100000001
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,training,-3.3870001000000003
C(=C)C1CC=CCC1,training,-3.335
C(C)c1ccccc1,training,-2.7980001
C(=C)c1ccccc1,training,-2.526
ClCc1ccccc1,training,-2.382
N#Cc1ccccc1,training,-1.712
N#Cc1ccncc1,training,-0.41499999
O=Cc1ccccc1,training,-1.1840000000000002
N#Cc1cnccc1,training,0.113
N(C)c1ccccc1,training,-1.28
N(N)c1ccccc1,training,0.07
ON=C1CCCCC1,training,-0.79799998
ONc1ccccc1,training,-0.43599999
S(C)c1ccccc1,training,-2.3900001
C(=C)c1ncccc1,training,-0.58200002
OCC1OCCCC1,training,0.935
C(C)N1CCOCC1,training,0.93900001
O=Cc1cc(O)ccc1,training,-1.23
Clc1nc(Cl)nc(Nc2c(Cl)cccc2)n1,training,-4.5370002000000005
Clc1cc(OC(C(=O)O)C)ccc1,training,-2.2230000000000003
Clc1c(N)ccc(Cc2cc(Cl)c(N)cc2)c1,training,-4.2839999
O=C(OC1CC2N(C)C(C1)CC2)[C@H](CO)c1ccccc1,training,-1.91
O=C(N(C)C)Nc1ccccc1,training,-1.61
Oc1ccc(Cc2ccccc2)cc1,training,-3.401
O(c1ccccc1)c1ccccc1,training,-3.9760001
N=C(Nc1ccccc1)Nc1ccccc1,training,-2.325
O=[N+]([O-])c1ccc(NC(=O)NCCC(=O)O)cc1,training,-2.7049999
N(CC=C)(CC=C)CC=C,training,-1.739
O=C(OC(COC(=O)C)COC(=O)C)C,training,-0.57499999
O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC,training,-5.6770000000000005
C(Cc1ccccc1)c1ccccc1,training,-4.6269999
N(=Nc1ccccc1)c1ccccc1,training,-4.454
O=C(OCC)/C=C/c1ccccc1,training,-2.9960001
BrCCc1ccccc1,training,-3.675
N(Cc1ccccc1)C,training,0.917
N(CC)c1ccccc1,training,-1.7009999999999998
O=CNc1ccccc1,training,-0.62699997
O(CC)c1ccccc1,training,-2.332
O=C(O)Cc1ccccc1,training,-0.91399997
N(Cc1ccccc1)(C)C,training,-1.052
O=C(Nc1ccccc1)C,training,-1.325
O=C(Nc1ccc(C)cc1)C,training,-2.095
O=C(Nc1ccc(O)cc1)C,training,-1.033
O=[N+]([O-])c1ccc(NC(=O)C)cc1,training,-1.913
S=C(N/N=C/c1ccc(NC(=O)C)cc1)N,training,-3.4289998999999995
C(CC)Cc1ccccc1,training,-4.0560002
C(CCCCC)CCCCc1ccccc1,training,-7.959000099999999
NCC(CCCC)CC,training,-1.7130001
OCC(CCCC)CC,training,-2.1700001
C(C)c1cnc(C)cc1,training,-1.0039999
O(C)c1ccc(N)cc1,training,-0.76800001
O=C(O)/C=C/c1nc[nH]c1,training,-1.964
C(C)c1ccc(CC)cc1,training,-3.733
OCC(CCC)C,training,-1.2309999
OC(C#C)CCC,training,-0.412
O=C(OCC)CC,training,-0.72600001
ClCC(=O)OCC,training,-0.8009999999999999
O=C(OC(CC)C)C,training,-1.273
O=C(OCC)CCC,training,-1.375
O=C(OCC)CC#N,training,-0.75199997
O(C(OCC)C)CC,training,-0.42899999
O=C(OCCCC)/C=C\C(=O)OCCCC,training,-2.6600001
OC/C=C(/CCC=C(C)C)\C,training,-3.188
OC/C=C(\CCC=C(C)C)/C,training,-2.4630001
O=C(OCC)CCCCCC,training,-2.737
Brc1ccc(Br)cc1,training,-4.072
Brc1ccc(C)cc1,training,-3.1919999
Brc1ccc(O)cc1,training,-1.092
Cc1ccc(C)cc1,training,-2.8160000000000003
Clc1ccc(N)cc1,training,-1.515
Nc1ccc(C)cc1,training,-1.217
Nc1ccc(N)cc1,training,-0.46599999
O=C1NCC(=O)NC1,training,-0.83200002
O=C(OCC(C)C)C=C,training,-1.853
O=C(CCCCC)CC,training,-1.693
O=C(OC)CCCCC,training,-1.9910001
C(C)C1OC1,training,0.12
BrCCC,training,-1.7009999999999998
BrCC=C,training,-1.499
C(CC)C,training,-2.9779999
C(=C)CC,training,-2.405
SCCC,training,-1.6030000000000002
BrCCCl,training,-1.318
ClCC=C,training,-1.3559999
ClCCO,training,1.094
NCC=C,training,1.243
N#CCC,training,0.27200001
N#CC=C,training,0.147
OCC=C,training,1.2359999
O(C=C)C,training,-0.588
S(=O)(=O)(O)CCN,training,-0.191
O=C([O-])C[N+](C)(C)C,training,0.71700001
P(F)(=O)(OC(C)C)C,training,0.85399997
[Si](O[Si](C)(C)C)(O[Si](C)(C)C)(C)C,training,-6.8420000000000005
P(=O)(OCCCC)(OCCCC)O,training,-1.087
O=C(CC(OC)(C)C)C,training,0.333
BrCCC(C)C,training,-2.8870001
O=C(CCC)C,training,-0.30199999
OC(CCO)C,training,1.045
O=C(N)CC#N,training,0.189
O=C(O)CCC,training,-0.16699999999999998
O=[N+]([O-])CCC,training,-0.77399999
O=C(OC=C)C,training,-0.634
C(CC(C)C)(C)C,training,-4.2610002
NC(CC(C)C)C,training,-4.1079998
OC(CC(C)C)C,training,-0.79400003
N(C(C)C)C(C)C,training,0.035999998
O=C(NC(=O)N)N,training,-0.83099997
O(C(C)C)C(C)C,training,-1.0650001
O=C1OC(C)CO1,training,0.234
Brc1cc(Br)ccc1,training,-3.543
Brc1cc(Cl)ccc1,training,-3.21
Cc1cc(C)ccc1,training,-2.819
Clc1cc(N)ccc1,training,-1.3730000000000002
Clc1cc(O)ccc1,training,-0.69400001
Nc1cc(C)ccc1,training,-0.85399997
Oc1cc(O)ccc1,training,0.81400001
ClCC(OC(CCl)C)C,training,-2.003
CC1OC(C)OC(C)OC(C)O1,training,-2.9000001
O=C(OC(COC)C)C,training,0.17600000000000002
Clc1cc(Cl)cc(Cl)c1,training,-4.48
Nc1nc(N)nc(N)n1,training,-1.592
Oc1nc(O)nc(O)n1,training,-1.8099999
OC(CC(C)C)CC(C)C,training,-2.5109999
O=C(CC(C)C)CC(C)C,training,-1.7309999
BrC1CCCCC1,training,-2.2939999
Brc1ccccc1,training,-2.5469999
CC1CCCCC1,training,-3.846
Cc1ccncc1,training,1.031
O=C1CCCCC1,training,-0.59399998
Oc1ccccc1,training,-0.056000002
Cc1cnccc1,training,1.031
Oc1cnccc1,training,-0.456
CC1NCCNC1,training,0.63800001
Cc1nccnc1,training,1.026
Clc1ncccc1,training,-0.75400001
O=C(OCCCC)CCC,training,-2.46
OC(C#CCC)C,training,-0.412
O=C(O)CCCC,training,-0.62900001
O(C=C)CC(C)C,training,-1.524
S=C(NCC=C)N,training,-0.294
O=C(OCCC)C,training,-0.73299998
BrCCCBr,training,-2.075
BrCCCC,training,-2.198
C(=C)CCC,training,-2.6760001
ClCCCC,training,-1.925
BrCCCCl,training,-1.847
NCCCC,training,1.136
N#CCC#N,training,0.30399999
OCCNC,training,1.124
O(COC)C,training,0.50599998
N(CC)CC,training,1.136
O(C=C)C=C,training,-0.95999998
[nH]1cccc1,training,-0.17299999
O1CCCC1,training,1.142
O=C(CCC(C)C)C,training,-1.325
O=C(N)CCC(=O)N,training,-1.546
O=C(O)/C=C\C(=O)O,training,0.57999998
O=C(O)/C=C/C(=O)O,training,-1.22
O=C(OCC(C)C)C,training,-1.266
O=C(NN=C(C)C)N,training,-0.26699999
O=C(OCC)CCCCCCCCC,training,-4.0999998999999985
O=C(OCC)CCCCCCCCC(=O)OCC,training,-3.5090001
O=C(OC)CCCCCCCCC,training,-4.6269999
O=COCCC(C)C,training,-1.521
BrCCCCBr,training,-2.79
BrCCCCC,training,-3.075
C(CCC)CC,training,-3.9579999
ClC/C=C/CCl,training,-2.1670001
N#CCCC#N,training,0.2
O=CCCCC,training,-0.86699998
OCCCCO,training,1.045
OCC#CCO,training,0.63800001
O(CCOC)C,training,1.045
O=COCCC,training,-0.60299999
ClCCOC=C,training,-2.395
C1CCCCC1,training,-3.1849999
N1CCNCC1,training,1.0650001
O1COCOC1,training,0.28799999
N(CC(C)C)CC(C)C,training,-1.7690001
OC(CNCC(O)C)C,training,0.81
O=C(OC)CCCCCCC,training,-3.3900001000000004
O=C(CCCCCC)C,training,-2.154
O=C(O)CCCCCC,training,-1.664
O=C(O)CCCCCC(=O)O,training,-0.50599998
O=[N+](OCCOCCOCCO[N+](=O)[O-])[O-],training,-1.561
BrCCCCCC,training,-3.808000100000001
NCCCCCC,training,-0.926
O(C=C)CCCC,training,-1.524
OCCNCCO,training,0.97799999
O(CCC)CCC,training,-1.319
S(CCO)CCO,training,0.91299999
N1CCCCCC1,training,0.234
C(CCCC)CCC,training,-5.2379999
C(=C)CCCCCC,training,-4.4369998
N#CCCCCC#N,training,-0.131
OCCCCCCC,training,-1.842
OCCNCCCC,training,0.93099999
O(CCO)CCCC,training,0.92699999
O(CCOC)CCO,training,0.92000002
C(CCCC)CCCC,training,-5.7659998
NCCCCCCCC,training,-2.8099999
ClCCOCOCCCl,training,-1.346
N(CCCC)CCCC,training,-1.567
O(CCOC)CCOC,training,0.87199998
O=C(OCCOCCOCC)C,training,0.75400001
ClCCOCCOCCCl,training,-0.99599999
O(CCOCCCC)CCO,training,0.79000002
O(CCOCCO)CCOC,training,0.78500003
O=C(O)CCCCCCCCCC,training,-3.553
O=C(O)CCCCCCCCC=C,training,-3.398
C(CCCCCC)CCCCC,training,-7.663000099999999
O(CCOCCCC)CCCC,training,-1.9400001
O(CCOCCCCCC)CCO,training,-1.0490000000000002
N=C(NCCCCCCCCCCCC)N,training,-2.5569999
OCCCCCCCCCCCCCC,training,-6.0500002
O(CCOCCCC)CCOCCCC,training,-1.862
C(CCCCCCCCCC)CCCCCCCCC,training,-8.171999900000001
N=C(N)N,training,-1.507
O=C(Oc1c(OC(C)C)cccc1)NC,training,-2.0510001
C(=C)C,training,-2.323
OC(C#C)(C)C,training,1.075
ClC(Cl)(Cl)CO,training,-0.25400001
S(=O)(=O)(C(S(=O)(=O)CC)(C)C)CC,training,-1.219
FC1(F)C(F)(F)C(F)(F)C1(F)F,training,-3.928
ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C(C(=O)O)C2C(=O)O,training,-2.046
ClC(Cl)(Cl)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,-5.6659999
O(C)c1c2OC3C(OC)=CC=C4C53c2c(cc1)CC4N(C)CC5,training,-2.661
O=C1C(CC=C)(c2ccccc2)C(=O)NC(=O)N1,training,-2.152
OCC(N)(CO)C,training,0.97799999
OCC(N)(CO)CC,training,0.92400002
OCC(CO)(CC)CC,training,0.18000001
P(=O)(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,training,-5.2350001
S=P(SCC(=O)NCC)(OC)OC,training,-1.457
S(C(/C=N/OC(=O)NC)(C)C)C,training,-1.499
O=C(CO)C,training,1.13
O(C(=C)C)C,training,1.142
O=C(O)C(CC)C,training,-0.35600001
S(=O)(=O)(O)c1c2C(=O)c3c(c(S(=O)(=O)O)ccc3)C(=O)c2ccc1,training,0.257
Clc1c([N+](=O)[O-])c(Cl)c(Cl)cc1Cl,training,-5.0960002
O=C1C(O)=C(c2cc(O)c(O)cc2)Oc2c1c(O)cc(O)c2,training,-3.7019999
O=C1c2c(C(=O)c3c1cccc3)ccc(N)c2,training,-6.1370001
ClC1=C(Cl)C(=O)c2c(C1=O)cccc2,training,-4.4530001
O=C(OCC(CCCC)CC)c1c(C(=O)OCC(CCCC)CC)cccc1,training,-6.1599998
O=C(OCCOC)c1c(C(=O)OCCOC)cccc1,training,-1.521
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,-4.5240002
O=C1NC(N)=Nc2n(C3C(O)C(O)C(CO)O3)cnc12,training,-2.6070001
O(C)c1c(OC)ccc2C(C3N(C)CCc4c3cc3OCOc3c4)OC(=O)c12,training,-4.1069999
S(=O)(=O)(O)c1c2c(cc(S(=O)(=O)O)c1)cc(N)cc2,training,-0.122
ClN1C(=O)N(Cl)C(C)(C)C1=O,training,-2.596
O=C(Oc1ccccc1)c1c(O)cccc1,training,-3.155
O=C1C(O)=C(C)OC=C1,training,-1.063
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,training,-7.6620002
Brc1c(O)c(Br)cc(Br)c1,training,-3.674
Clc1cc(C(F)(F)F)c([N+](=O)[O-])cc1,training,-3.3529998999999995
S(=O)(=O)(O)c1c(C)ccc(N)c1,training,-1.619
O=C(O)c1c(C)cccc1,training,-2.062
O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,training,-3.2960000000000003
S=P(OCC)(OCC)OC1=NN(c2ccccc2)C(=O)C=C1,training,-3.5320001000000003
O=[N+]([O-])c1c(OC)ccc([N+](=O)[O-])c1,training,-3.1070001
S(=O)(=O)(O)c1cc2c(N)cccc2cc1,training,-1.682
O=C(Oc1n(C(C)C)nc(C)c1)N(C)C,training,0.67500001
Oc1c(C(C)(C)C)cc(C)cc1Cc1c(O)c(C(C)(C)C)cc(C)c1,training,-7.230999900000001
Clc1ccc(C(O)c2ccccc2)cc1,training,-3.4890001000000006
O=C(c1ccccc1)c1ccccc1,training,-3.1240001
n1cc2c(cc1)cccc2,training,-1.456
O(C)c1c(N)ccc(-c2cc(OC)c(N)cc2)c1,training,-3.6099999
Nc1c(C)cc(-c2cc(C)c(N)cc2)cc1,training,-2.2130001
OCCN(CCO)c1ccccc1,training,-0.73400003
O=Cc1cc(OC)c(OC)cc1,training,-1.42
S(=O)(=O)(O)c1cc2c(cc1)cccc2,training,-0.54000002
O=Cc1cc(OC)c(OCC)cc1,training,-2.191
Clc1cc(Cc2ccccc2)c(O)cc1,training,-3.1670001
O=Cc1cc2OCOc2cc1,training,-1.632
O=C(OC)c1ccc(C(=O)OC)cc1,training,-4.0089998
[nH]1c2c(cc1)cccc2,training,-1.517
[nH]1c2ncncc2nc1,training,0.61900002
Clc1c(Cl)ccc(Cl)c1,training,-3.569
Clc1c(O)ccc(Cl)c1,training,-1.5590000000000002
S(=O)(=O)(O)c1c(C)ccc([N+](=O)[O-])c1,training,0.48699999
O=[N+]([O-])c1c(C)ccc([N+](=O)[O-])c1,training,-2.9590001
O=Cc1cc(OC)c(O)cc1,training,-1.141
N(CC)(CC)CC,training,-0.16899999999999998
S(=O)(=O)(O)c1ccc(N)cc1,training,-1.205
N(C)(C)c1ccccc1,training,-1.9220001
O=C(O)c1cc(C(=O)O)ccc1,training,-3.1070001
O=[N+]([O-])c1cc(C(=O)O)ccc1,training,-1.669
O=C(OC)c1ccc(OC)cc1,training,-2.4119999
O=C(C)c1ccc(C)cc1,training,-2.5569999
OC(CN(CC(O)C)CC(O)C)C,training,0.63700002
Clc1nc(NCC)nc(NCC)n1,training,-4.5120001
O=C(OC(C)C)Nc1ccccc1,training,-3.0009999
N(Nc1ccccc1)c1ccccc1,training,-2.9210000000000003
OCCNc1ccccc1,training,-0.47499999
O(CCO)c1ccccc1,training,-0.71399999
ClCC(CCCC)CC,training,-3.1719999
Oc1ccc(CC)cc1,training,-1.3969999999999998
O=Cc1ccc(OC)cc1,training,-1.5019999999999998
O=CC(CCC)C,training,-1.3769999999999998
O=C(OCC)CCC(=O)OCC,training,-0.95999998
O=C(OCC)CCCCCCCC,training,-3.8
Oc1ccc(O)cc1,training,-0.184
C(C=C)(=C)CCC=C(C)C,training,-4.3860002
O=CCC,training,0.722
O=CNC,training,1.229
OCCC(C)C,training,-0.51899999
O=C(CC(=O)C)C,training,0.22
O=C1NC(=O)CC1,training,0.29600000000000004
CC1OC(C)OC(C)O1,training,-0.071999997
O=CCCC,training,-0.006999999999999999
N1CCCC1,training,1.148
O=C(N=NC(=O)N)N,training,-3.5209999
O=C(OCCCCCCCC)CCCCC(=O)OCCCCCCCC,training,-5.6770000000000005
S(CC(=O)O)CC(=O)O,training,0.426
O=C(OCCCC)CCCCCCCCCCCCCCCCC,training,-2.302
O=C(O)CCCCCCCC(=O)O,training,-1.8940001
N(CC=C)CC=C,training,-0.052999999000000006
O=C(O)CCCCCCC,training,-2.2620001
O=CCCCCCCC,training,-2.3599999
C(CCCCC)CCCC,training,-6.4369998
O=CCCCCCCCC,training,-3.1710000000000003
O=C=O,training,-1.473
BrC(Br)Cl,training,-1.887
[As](=O)(O)(O)C,training,0.26199999
OCC(N)(C)C,training,1.05
O=C1C(CC)(c2ccccc2)C(=O)NCN1,training,-2.6400001
Clc1c(OC)cc(OC)c2C(=O)[C@@]3([C@H](C)CC(=O)C=C3OC)Oc12,training,-4.6110001
O=C(OC1(C#C)CCCCC1)N,training,-1.825
O(CC(CO)(CO)CO)CC(CO)(CO)CO,training,-1.9579999
O=C1CC(=O)CC(C)(C)C1,training,-1.528
O=C(N)C1(CC)C(CCC)O1,training,-1.175
N#CC(=C)C,training,-0.42199999
O=C(NO)N,training,1.119
ClC(Cl)=C(Cl)Cl,training,-2.9059999
O=C(N(C)C)C,training,1.0599999
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)CCC3C1CCC=1[C@]2(C)CCC(=O)C=1,training,-3.434
Clc1c2[C@@H](O)C3C(C(=O)c2c(O)cc1)=C(O)[C@]1(O)C(=O)C(C(=O)N)=C(O)[C@@H](N(C)C)C1C3,training,-2.4849999
S(=O)(=O)(NC(=O)c1ccccc1)c1ccc(N)cc1,training,-2.95
ClN1C(=O)CCC1=O,training,-0.97000003
Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,training,-5.5650001
Oc1c(C(C)(C)C)cccc1C(C)(C)C,training,-4.9169998
c12c3c4ccc1cccc2ccc3ccc4,training,-6.1760001
O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,training,-3.733
O=C1c2c(O)cccc2C(=O)c2c1cccc2,training,-4.421
O=[N+]([O-])c1c(C(=O)O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,training,-1.098
Clc1c2c(c(O)cc1)nccc2,training,-3.9760001
O(C)c1cc2c(C(O)C3N4CC(C=C)C(C3)CC4)ccnc2cc1,training,-2.812
O=C(OC)c1c(C(=O)OC)cccc1,training,-1.686
O=C(OCC=C)c1c(C(=O)OCC=C)cccc1,training,-3.131
O=[N+]([O-])c1c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c1,training,-3.865
O=[N+]([O-])c1c(O)c(C2CCCCC2)cc([N+](=O)[O-])c1,training,-4.2490001
O=Nc1c(O)ccc2c1cccc2,training,-2.2379999
O=Nc1c(O)c2c(cc1)cccc2,training,-2.539
O=C(O)c1c(C(=O)Nc2c3c(ccc2)cccc3)cccc1,training,-3.1630001
Oc1c2c(cc(O)c1)cccc2,training,-1.949
ClC(Cl)(Cl)SN1C(=O)C2C(C1=O)CC=CC2,training,-4.77
ClC(Cl)(Cl)SN1C(=O)c2c(C1=O)cccc2,training,-5.5689998
ClC(Cl)C1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,training,-2.677
O=C(OC)c1c(N)cccc1,training,-1.725
Nc1c2c(ccc1)cccc2,training,-1.925
S(=O)(=O)(O)c1cc(N)c2c(c1)cccc2,training,-2.3399999
C(C)c1c(CC)cccc1,training,-3.276
S(=O)(=O)(N)c1c(C(F)(F)F)cc2NCNS(=O)(=O)c2c1,training,-3.043
C(CC)(C)c1ccccc1,training,-3.882
O=C(OCCCC)c1ccccc1,training,-3.48
S(SC(=S)N(C)C)C(=S)N(C)C,training,-3.904
OCC(CC)C,training,-0.472
O=C(Nc1c(C)cccc1C)CN(CC)CC,training,-1.757
O=C(OCCCC)C(O)C,training,-0.56300002
S(=O)(=O)(N)c1ccc(CN)cc1,training,0.32100001
O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,training,-0.064999998
C(=C)(C)C1CC=C(C)CC1,training,-4.255000099999998
OC1(C)CCC(C(=C)C)CC1,training,-1.846
O=C(O)C(N)Cc1sccc1,training,-0.83600003
OCCN(CCO)CC,training,0.87599999
O=[N+]([O-])c1oc(/C=N/N2C(=O)OC(CN3CCOCC3)C2)cc1,training,-2.6359999
O=C(OCc1ccccc1)C,training,-1.6849999
N#CCc1ccccc1,training,-3.069
O(C)c1ccc(CC=C)cc1,training,-2.9200001
O=C(OCC)C=C,training,-0.8240000000000001
O=C(OCC)/C=C\C(=O)OCC,training,-1.09
O=C(OCC)CCCCC(=O)OCC,training,-1.6799999
[Si](O[Si](O[Si](C)(C)C)(C)C)(O[Si](C)(C)C)(C)C,training,-7.664
ICCC(=O)O,training,-0.43000001
O=C(OCC)C,training,-0.041999999
S=C1SCC(=O)N1,training,-1.7719999999999998
S=C1NC(=O)C=CN1,training,-2.257
O=C1NC=CC=C1,training,1.022
O=C(NCCO)C,training,0.98699999
O=C(O)CCCCC,training,-1.052
N(CCC)CCC,training,-0.46000001
O=C(OCCCCCC)C,training,-2.451
O(CCCC)CCCC,training,-2.638
OCCCCCCCCC,training,-3.013
N(CCCCCC)CCCCCC,training,-3.1570001
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(=O)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,training,-5.2589998
OC(C(CO)(C)C)C(C)C,training,-0.88599998
O=C(O)C(=O)O,training,0.38800001
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,training,-2.9690001
O=C(O)C1C(C(=O)O)C2OC1CC2,training,-0.27000001
O=C[C@H](O)[C@@H](O)[C@@H](O)CO,training,0.523
Oc1c2ncccc2ccc1,training,-2.4170001
S(=O)(=O)(N)c1c(C(F)(F)F)cc2N=CNS(=O)(=O)c2c1,training,-0.81900001
c1(-c2ncsc2)[nH]c2c(n1)cccc2,training,-3.605
OC(C(O)CO)CO,training,0.6990000000000001
O=C(O)c1ccc(N)cc1,training,-1.351
Clc1ccc(NC(=O)N(C)C)cc1,training,-2.9360001
O(C)c1ccc(O)cc1,training,-0.49200001
BrC(Cl)C(F)(F)F,training,-1.686
O=C(O)Cc1ccc(O)cc1,training,-0.39899999
O=[N+]([O-])c1oc(/C=N/NC(=O)c2ccncc2)cc1,training,-3.734
Cl/C=C\Cl,training,-1.1799999
c12c3c4c5c6c1c(ccc2ccc3ccc4ccc5)ccc6,training,-9.026
c12c3c4cc-5c1c(-c1c-5cccc1)ccc2ccc3ccc4,training,-9.1630001
c12c3c(ccc1ccc1c2cccc1)cccc3,training,-7.821000099999999
c12c3c4c5c(c1cccc2ccc3)cccc5ccc4,training,-8.8000002
c12c3c4ccc1cccc2Cc3ccc4,training,-5.2379999
c12c3cccc1-c1c(-c2ccc3)cc2c(c1)cccc2,training,-8.4989996
c12c3cccc1C=Cc2ccc3,training,-3.9760001
c12c3c(c4c(cc3)cccc4)ccc1c1c(cc2)cccc1,training,-7.809999900000001
c12c(c3c(c4c1cccc4)cccc3)cc1c(c2)cccc1,training,-8.2399998
c12c(c3c(cc1)cccc3)ccc1c2cccc1,training,-8.057000200000001
c12c3c(ccc1cc1c(c4c(cc1)cccc4)c2)cccc3,training,-8.4320002
S1c2c(Nc3c4c(ccc13)cccc4)c1c(cc2)cccc1,training,-7.907999999999999
S1c2c(Nc3c1cccc3)c1c(cc2)cccc1,training,-5.8959999000000005
n1c2c3c(nccc3)ccc2ccc1,training,-2.681
c12c(ccc3-c4c(cccc4)Cc13)cccc2,training,-6.678
[nH]1c2c(c3c1c1c(cc3)cccc1)ccc1c2cccc1,training,-7.4099998
O1c2c(Oc3c1cccc3)cccc2,training,-5.3109999000000006
[nH]1nnc2c1ncnc2,training,-0.221
o1c2c(nc1)cccc2,training,-1.155
N12CCN(CC1)CC2,training,0.60299999
C1CCCC1,training,-2.6530001
o1nccc1,training,0.38299999
n1ncccc1,training,1.096
n1cnccc1,training,1.096
C1CCCCCC1,training,-3.5150001000000004
S=P(OCC)(OCC)Oc1nccnc1,training,-2.3380001
S=P(SCSCC)(OCC)OCC,training,-3.717
S=P(SCCSCC)(OCC)OCC,training,-4.2259998
P(=O)(OCC(CCCC)CC)(OCC(CCCC)CC)O,training,-3.2479999
O[C@@H]([C@@H](NC)C)c1ccccc1,training,-0.41499999
Clc1c(OP(=S)(OC)NC(C)C)ccc(Cl)c1,training,-4.7979999000000015
Clc1c(OP(=O)(OC)NC)ccc(C(C)(C)C)c1,training,-3.164
